"Orthogroup"	"Kluyveromyces_marxianus_DMKU3_1042"	"Saccharomyces_cerevisiaeS288c"	"Scheffersomyces_stipitis_CBS6054"	"Schizosaccharomyces_pombe_972"
"OG0003560"	"W0TAP9"	"P40544"	""	"Q9UT11"
"OG0003561"	"W0TEK5"	"P35209"	""	"Q9URT4"
"OG0003562"	"W0TJ88"	"Q02804"	"A3GFM4"	""
"OG0003563"	"W0T5T0"	"P32775"	"A3LQS2"	""
"OG0003564"	"W0T804"	"P36060"	"A3LT66"	""
"OG0003565"	"W0TCG5"	"Q06625"	"A3GF70"	""
"OG0003566"	"W0T888"	"Q12242"	"A3GFH0"	""
"OG0003567"	"W0T7F7"	"P32582"	"A3LRC4"	""
"OG0003568"	"W0T3A7"	"P38699"	"A3GFJ6"	""
"OG0003569"	"W0THK2"	"P43590"	"A3LWP2"	""
"OG0003570"	"W0T8G7"	"Q12051"	"A3LVI9"	""
"OG0003571"	"W0T8M8"	"Q02872"	"A3LSX8"	""
"OG0003572"	"W0TEV3"	"P47019"	"A3M0M0"	""
"OG0003573"	"W0TG59"	"Q08223"	"A3LXY1"	""
"OG0003574"	"W0T884"	"Q02260"	""	"O42661"
"OG0003575"	"W0TIU7"	"Q03231 Q99395"	""	""
"OG0003576"	"W0T4V2"	"Q02883"	"A3GFD9"	""
"OG0003577"	"W0TJ41"	"P32830"	"A3GG97"	""
"OG0003579"	"W0T7L5"	"P53102"	""	"Q09739"
"OG0003580"	"W0TEC0"	"P48016"	"A3GFK7"	""
"OG0003582"	"W0TEX4"	"P17442"	"A3GH32"	""
"OG0003583"	"W0TC64"	"P50109"	"A3LUH5"	""
"OG0003584"	"W0T3Z6 W0T9I8"	"P46954"	""	""
"OG0003585"	"W0TDV5"	"P53919"	""	"O14360"
"OG0003586"	"W0T6V8"	"Q06820"	"A3LPC2"	""
"OG0003587"	"W0T5R2"	"Q02863"	"A3LUI2"	""
"OG0003588"	"W0TDZ1"	"P38235"	"A3GGF4"	""
"OG0003589"	"W0TBW2"	"P47172"	""	"O74751"
"OG0003590"	"W0TFW2"	"Q12482"	"A3GI26"	""
"OG0003591"	"W0TKB3"	"Q12214"	"A3GH68"	""
"OG0003592"	"W0TFN6"	"P49687"	"A3GF65"	""
"OG0003594"	"W0TE95"	"P21965"	"A3LV60"	""
"OG0003595"	"W0TFP1"	"P00431"	"A3LZW5"	""
"OG0003596"	"W0TFR3"	"Q12129"	"A3LTF1"	""
"OG0003597"	"W0TE73"	"P0C268"	"A3LTI9"	""
"OG0003598"	"W0TC22"	"P38289"	"A3M0E6"	""
"OG0003599"	"W0TFW4"	"P07256"	"A3LQM4"	""
"OG0003600"	"W0TGG4"	"Q04003"	"A3LZL5"	""
"OG0003601"	"W0TEC2"	"P13574"	"A3LWT9"	""
"OG0003602"	"W0T4T6"	"P25453"	""	"O42634"
"OG0003603"	"W0T411"	"Q05583"	"A3LVM1"	""
"OG0003604"	"W0TGX0"	"P43586"	"A3GHA4"	""
"OG0003605"	"W0TG82"	"P22136"	"A3LQ57"	""
"OG0003606"	"W0TJ13"	"Q06497"	"A3LQK5"	""
"OG0003607"	"W0T7W1"	"P47084"	"A3GF75"	""
"OG0003608"	"W0TCC4"	"P36534"	"A3M0A4"	""
"OG0003610"	"W0T9N1 W0TGW6"	"Q04814"	""	""
"OG0003611"	"W0T556"	"P18888"	"A3LRR7"	""
"OG0003612"	"W0TC89"	"Q06630"	"A3GFY6"	""
"OG0003613"	"W0T7A6"	"P47008"	"A3LPR9"	""
"OG0003615"	"W0TJ67"	"P38201"	"A3GI17"	""
"OG0003616"	"W0TH97"	"P00420"	""	"P14575"
"OG0003617"	"W0TBE6"	"Q12515"	"A3LVK5"	""
"OG0003618"	"W0TH05"	"P21306"	""	"P87316"
"OG0003619"	"W0TFG8"	"Q05672"	"A3LZR5"	""
"OG0003620"	"W0TB22"	"P39928"	"A3LXS9"	""
"OG0003621"	"W0TCG4"	"Q3E7B2"	"A3LWK1"	""
"OG0003622"	"W0TH47"	"P46965"	""	"G2TRR4"
"OG0003623"	"W0T679"	"P38818"	"A3GI92"	""
"OG0003624"	"W0T4R6"	"Q04689"	"A3LSJ4"	""
"OG0003625"	"W0T6W0"	"Q12008 Q12326"	""	""
"OG0003626"	"W0TKJ1"	"P40071"	"A3M0F9"	""
"OG0003627"	"W0TA08"	"P25371"	"A3LY04"	""
"OG0003628"	"W0T432"	"P25617"	"A3GEW3"	""
"OG0003629"	"W0TAW3"	"Q12418"	"A3GHF1"	""
"OG0003630"	"W0T960"	"Q04549"	""	"O60054"
"OG0003631"	"W0T4K5"	"P38813"	"A3LQF4"	""
"OG0003632"	"W0TBI9"	"P40540"	"A3LV70"	""
"OG0003633"	"W0TA63"	"P53234"	"A3LUW7"	""
"OG0003634"	"W0TAM1"	"P53317"	"A3LNQ7"	""
"OG0003635"	"W0TFX1"	"Q12289"	"A3LV75"	""
"OG0003636"	"W0T962"	"P47124"	"A3LV10"	""
"OG0003637"	"W0TBM8"	"Q08271"	"A3LSU2"	""
"OG0003638"	"W0T9R3"	"Q08457"	"A3GG64"	""
"OG0003639"	"W0TBE2"	"P43606"	"A3LRC3"	""
"OG0003640"	"W0TDN8"	"P25381"	"A3GH40"	""
"OG0003641"	"W0TCL4"	"Q04934"	"A3LS80"	""
"OG0003642"	"W0TG69"	"Q12516"	"A3LP01"	""
"OG0003643"	"W0TAU4"	"P38843"	"A3GFQ8"	""
"OG0003644"	"W0TI83"	"P50946"	"A3LW52"	""
"OG0003645"	"W0TIV3"	"Q03219"	"A3LRI4"	""
"OG0003646"	"W0TG99"	"Q07560"	"A3GFA6"	""
"OG0003647"	"W0TAK8"	"P39946"	"A3LNI7"	""
"OG0003648"	"W0TJA6"	"P18899"	"A3LTV6"	""
"OG0003649"	"W0T386"	"P25565"	"A3M0K0"	""
"OG0003651"	"W0THG3"	"P39016"	"A3GI20"	""
"OG0003652"	"W0T9E2"	"P06738"	"A3LWF3"	""
"OG0003653"	"W0T9H6"	"P39931"	""	"O74903"
"OG0003654"	"W0T8I4"	"P41698 P53226"	""	""
"OG0003655"	"W0TCF9"	"P40368"	"A3LRG4"	""
"OG0003656"	"W0T9I3"	"P40310"	"A3LSV6"	""
"OG0003657"	"W0T6D3"	"P53275"	"A3LQT3"	""
"OG0003658"	"W0TG51"	"P07253"	"A3LVV5"	""
"OG0003659"	"W0TCP7"	"Q03973"	"A3LP91"	""
"OG0003660"	"W0TCT5"	"P53397"	"A3LPJ5"	""
"OG0003661"	"W0T6R1"	"P39009"	"A3LNN2"	""
"OG0003662"	"W0T4M0"	"P46985"	"A3LR87"	""
"OG0003663"	"W0T7I1"	"P38749"	"A3LZA1"	""
"OG0003664"	"W0T802"	"P36116"	"A3LTC8"	""
"OG0003665"	"W0T8S1"	"P40087"	""	"Q10256"
"OG0003666"	"W0TBU3"	"P32618"	"A3LRY1"	""
"OG0003667"	"W0T5F6"	"Q03083"	"A3LST4"	""
"OG0003668"	"W0TDN4"	"P47002"	"A3LSF7"	""
"OG0003670"	"W0TBU6"	"P53217"	"A3LXY5"	""
"OG0003671"	"W0T8Z4"	"P41544"	"A3LSN4"	""
"OG0003672"	"W0T7S0"	"Q02792"	""	"P40848"
"OG0003673"	"W0T946"	"P32623"	"A3LNZ6"	""
"OG0003674"	"W0TGW2"	"P36531"	"A3LZ91"	""
"OG0003675"	"W0TJC8"	"P40077"	"A3LTS5"	""
"OG0003676"	"W0TGT2"	"P53833"	"A3GID8"	""
"OG0003677"	"W0TCJ2"	"P50089"	"A3LNP6"	""
"OG0003678"	"W0T4K1"	"P38715"	"P31867"	""
"OG0003679"	"W0THF3"	"O75012"	""	"O13973"
"OG0003680"	"W0T5X2"	"P53437"	"A3LS88"	""
"OG0003681"	"W0THI3"	"Q08750"	"A3GHA1"	""
"OG0003682"	"W0TAU0"	"P47166"	""	"Q9Y7Y1"
"OG0003683"	"W0TAW8"	"Q04623 Q12385"	""	""
"OG0003684"	"W0TGU1"	"P38266"	"A3LSV8"	""
"OG0003685"	"W0TBQ2"	"P31381"	"A3LSV7"	""
"OG0003686"	"W0T447"	"Q08226"	"A3LXP3"	""
"OG0003687"	"W0TGP5"	"P38162"	"A3LUT2"	""
"OG0003688"	"W0TEU9"	"P46956"	"A3LVV7"	""
"OG0003689"	"W0TD29"	"P38826"	"A3LX98"	""
"OG0003690"	"W0TAN7"	"Q04792"	"A3GHR1"	""
"OG0003691"	"W0T781"	"P33400"	"A3GGV0"	""
"OG0003692"	"W0TC47"	"P38927"	"A3LTV3"	""
"OG0003693"	"W0T5Q5"	"P40083"	"A3M079"	""
"OG0003694"	"W0TCI6"	"P47168"	"A3GET5"	""
"OG0003695"	"W0T878"	"Q12184"	"A3LNU6"	""
"OG0003696"	"W0T2M7"	"P25573"	"A3LN78"	""
"OG0003697"	"W0T3A6"	"P53170"	"A3GI33"	""
"OG0003698"	"W0T554"	"P17890"	"A3LR04"	""
"OG0003699"	"W0TA97"	"Q12083"	"A3GGV6"	""
"OG0003700"	"W0TJ73"	"P18412"	"A3GHJ0"	""
"OG0003701"	"W0T4J5"	"P54857"	"A3LXL9"	""
"OG0003702"	"W0T9Y1"	"P38739"	"A3GGV2"	""
"OG0003703"	"W0TCY3"	"P13856"	"A3LR20"	""
"OG0003704"	"W0T2K3"	"Q12039"	"A3GIE1"	""
"OG0003705"	"W0TCB4"	"P39715"	"A3LYN6"	""
"OG0003706"	"W0T6E3"	"P39101"	"A3GF42"	""
"OG0003707"	"W0TA37"	"P39723"	"A3LY30"	""
"OG0003708"	"W0TGN3"	"Q12000"	""	"Q9USV4"
"OG0003709"	"W0TK27"	"P40850"	""	"Q9UTN2"
"OG0003710"	"W0T8Y4"	"P40963"	"A3LMW7"	""
"OG0003711"	"W0TI87"	"Q12241"	"A3GHK9"	""
"OG0003712"	"W0TJS0"	"Q12433"	"A3GI82"	""
"OG0003713"	"W0TEN9"	"P38824"	"A3M0F5"	""
"OG0003714"	"W0TAT4"	"Q99288"	"A3LZL1"	""
"OG0003715"	"W0T620"	"Q07505"	"A3LX17"	""
"OG0003716"	"W0TGQ3"	"P10849"	"A3GHS4"	""
"OG0003717"	"W0TDT9"	"Q03956"	"A3LRI1"	""
"OG0003718"	"W0T6G6"	"P53892"	"A3LWX6"	""
"OG0003719"	"W0T786"	"P53294"	"A3LWS8"	""
"OG0003720"	"W0TC39"	"Q12200"	"A3GGU6"	""
"OG0003721"	"W0T904"	"P38281"	"A3LZX9"	""
"OG0003722"	"W0TEB1"	"P50106"	"A3LZG0"	""
"OG0003723"	"W0T863"	"P53280"	"A3GFL0"	""
"OG0003724"	"W0TCE6"	"P48361 Q06108"	""	""
"OG0003725"	"W0T4X6"	"P53326"	"A3LNP5"	""
"OG0003726"	"W0TC30"	"P35724"	"A3LSR3"	""
"OG0003727"	"W0T2Z6"	"P25359"	"A3LQK1"	""
"OG0003728"	"W0T9C3"	"P32343"	"A3LY43"	""
"OG0003729"	"W0T693"	"Q07872"	"A3LZJ5"	""
"OG0003730"	"W0TBF7"	"P34758"	"A3LYB0"	""
"OG0003731"	"W0T5E8"	"Q04697"	"A3GFB8"	""
"OG0003732"	"W0TA12"	"P36131"	""	"O14285"
"OG0003733"	"W0TBP3"	"Q03687"	"A3LXC9"	""
"OG0003734"	"W0THY5"	"Q07541"	"A3LYQ2"	""
"OG0003735"	"W0TAW5"	"P34231 Q06689"	""	""
"OG0003736"	"W0TG14"	"P40557"	"A3LU33"	""
"OG0003737"	"W0T8T7"	"P43579"	"A3LRR4"	""
"OG0003738"	"W0T5A5"	"P46984"	"A3LR79"	""
"OG0003739"	"W0T5D7"	"P29465"	"A3GHU2"	""
"OG0003740"	"W0T5K5"	"P39960"	"A3LSD7"	""
"OG0003741"	"W0T349"	"Q12285"	"A3LZA7"	""
"OG0003742"	"W0TG75"	"P40547"	""	"O13986"
"OG0003743"	"W0T7R6"	"P32896"	"A3LRT2"	""
"OG0003744"	"W0TC18"	"P0CE41 Q3E843"	""	""
"OG0003745"	"W0T4U0"	"P38086"	"A3LW89"	""
"OG0003746"	"W0T2X0"	"P53583"	"A3LP09"	""
"OG0003747"	"W0TCN9"	"P07250"	""	"Q9US14"
"OG0003748"	"W0T9W6"	"P39927"	"A3LYA2"	""
"OG0003749"	"W0TBP9"	"Q12256"	"A3M0B3"	""
"OG0003750"	"W0T3S4"	"Q06409"	"A3LUI6"	""
"OG0003751"	"W0TGZ4"	"P47093"	""	"O74483"
"OG0003752"	"W0TDZ2"	"P40006"	"A3LU17"	""
"OG0003753"	"W0TED4"	"P89102"	"A3LXM7"	""
"OG0003754"	"W0T6G1"	"Q02754"	"A3LXD3"	""
"OG0003755"	"W0TAF5"	"P42834"	"A3LUJ4"	""
"OG0003756"	"W0T5Y8"	"Q12212"	"A3LVK1"	""
"OG0003757"	"W0T525"	"P32786"	"A3GH61"	""
"OG0003758"	"W0TC62"	"P38777"	"A3GEV3"	""
"OG0003759"	"W0TFZ2"	"P40011"	"A3LPK7"	""
"OG0003760"	"W0T4P2"	"Q04925 Q05948"	""	""
"OG0003761"	"W0T8P0"	"P40892"	""	"Q09707"
"OG0003762"	"W0T682"	"P40969"	"A3LY77"	""
"OG0003763"	"W0T3S2"	"P54003"	"A3LV33"	""
"OG0003764"	"W0TCS7"	"P47177"	"A3LSC3"	""
"OG0003765"	"W0TD32"	"P38344"	"A3GG06"	""
"OG0003766"	"W0T9D2"	"P43597"	"A3LUW8"	""
"OG0003767"	"W0T8D0"	"P38115"	"A3LTU8"	""
"OG0003768"	"W0TEK9"	"Q03214"	"A3GFU6"	""
"OG0003770"	"W0TDP2"	"P32797"	"A3LWC1"	""
"OG0003771"	"W0T755"	"P19541"	"A3LP79"	""
"OG0003772"	"W0THN8"	"P53304"	""	"Q09710"
"OG0003773"	"W0T6E0"	"P39992"	"A3GHJ8"	""
"OG0003774"	"W0T7H2"	"P47118"	"A3LWJ7"	""
"OG0003775"	"W0TDG1"	"Q12267"	""	"P41004"
"OG0003776"	"W0TF44"	"P00912"	"A3GFA8"	""
"OG0003777"	"W0TCY1"	"Q04033"	"A3GFV0"	""
"OG0003778"	"W0THW6"	"Q12314"	"A3LNA8"	""
"OG0003780"	"W0TAV0"	"Q01926"	"A3LV73"	""
"OG0003781"	"W0T9M0"	"Q08687"	"A3LQ94"	""
"OG0003783"	"W0TDN0"	"Q04304"	""	"Q9Y7K0"
"OG0003784"	"W0T8G2"	"Q03798"	"A3LUL9"	""
"OG0003785"	"W0TIF7"	"Q06011"	"A3LSF8"	""
"OG0003787"	"W0TB88"	"P38227"	"A3LV01"	""
"OG0003788"	"W0TBP2"	"Q12445"	"A3LT19"	""
"OG0003789"	"W0T7H4"	"P32504"	"A3LUS7"	""
"OG0003790"	"W0T7C1"	"P46987 P47101"	""	""
"OG0003791"	"W0T4H4"	"P53189"	"A3LVG9"	""
"OG0003792"	"W0TCZ3"	"Q08581"	""	"Q9URY2"
"OG0003793"	"W0T562"	"P43567"	"A3LRL1"	""
"OG0003794"	"W0TJV6"	"P53970"	""	"O13926"
"OG0003795"	"W0T3P3"	"P32472"	"A3GHV4"	""
"OG0003796"	"W0TAK7"	"P47082"	"A3M0M6"	""
"OG0003797"	"W0TGK5"	"Q12748"	""	"P87227"
"OG0003798"	"W0T528"	"P25615"	""	"Q09693"
"OG0003799"	"W0T3L8"	"Q03530"	""	"O94448"
"OG0003800"	"W0TCW6"	"Q12412"	"A3GFC2"	""
"OG0003801"	"W0TFN2"	"Q08921"	"A3GG24"	""
"OG0003802"	"W0T5D8"	"P31373"	"A3LSH7"	""
"OG0003803"	"W0T7X6"	"Q06629"	"A3LPY5"	""
"OG0003804"	"W0TGL6"	"P53335"	""	"Q9URX9"
"OG0003805"	"W0TF83"	"P07866"	"A3LVY6"	""
"OG0003806"	"W0T9G7"	"Q06163"	""	"O13339"
"OG0003807"	"W0TG64"	"P30283 P32943"	""	""
"OG0003808"	"W0TA72"	"P38877"	"A3LX07"	""
"OG0003809"	"W0TEM8"	"Q07716"	"A3GHI0"	""
"OG0003810"	"W0TGX1"	"P50082"	"A3LRZ4"	""
"OG0003811"	"W0T6N0"	"P53849"	""	"P36627"
"OG0003812"	"W0T7U7"	"P38775"	"A3LQM1"	""
"OG0003813"	"W0T6K2"	"P39981"	"A3LR42"	""
"OG0003814"	"W0T979"	"Q06703"	"A3LS09"	""
"OG0003815"	"W0TFR4"	"P53949"	"A3LU65"	""
"OG0003816"	"W0TA56"	"Q05635"	"A3LTY4"	""
"OG0003817"	"W0TFV2"	"Q07379"	"A3LX06"	""
"OG0003819"	"W0TDT7"	"Q05778"	"A3GGY5"	""
"OG0003820"	"W0TEE2"	"P40017"	"A3LNW5"	""
"OG0003821"	"W0T6S9"	"P53187"	""	"Q9HGK2"
"OG0003822"	"W0TJT7"	"P53114"	"A3M022"	""
"OG0003823"	"W0TFX7"	"Q12057"	"A3LQK3"	""
"OG0003824"	"W0TCY0"	"P32259"	"A3LY88"	""
"OG0003825"	"W0T604"	"Q12454"	"A3LWQ2"	""
"OG0003826"	"W0T354"	"Q08492"	"A3LNH1"	""
"OG0003827"	"W0T6D9"	"P40530"	"A3GH34"	""
"OG0003828"	"W0TDZ4"	"P38361"	"A3GGL3"	""
"OG0003829"	"W0TDQ8"	"Q3E747"	"A3LP61"	""
"OG0003830"	"W0T7Y4"	"Q06821"	"A3LY23"	""
"OG0003831"	"W0TG87"	"P23642"	"A3LZK4"	""
"OG0003833"	"W0TA30"	"P38779"	"A3LUV5"	""
"OG0003834"	"W0T770"	"Q08646"	"A3LW71"	""
"OG0003835"	"W0TAA5"	"Q04052"	"A3LXH0"	""
"OG0003836"	"W0TFV0"	"P19955"	"A3LVA7"	""
"OG0003837"	"W0TAL3"	"P47087"	"A3GGM4"	""
"OG0003838"	"W0TGP8"	"P38165"	"A3LQG6"	""
"OG0003839"	"W0TDL0"	"Q02773"	"A3GG14"	""
"OG0003840"	"W0TB72"	"Q06170"	"A3LMY3"	""
"OG0003841"	"W0T7Y6"	"Q06636"	"A3GGN8"	""
"OG0003842"	"W0T464"	"Q03759"	"A3LXX8"	""
"OG0003843"	"W0TDV9"	"P38828"	"A3LPE5"	""
"OG0003844"	"W0THE9"	"P24867"	"A3LR38"	""
"OG0003845"	"W0THQ7"	"P53158"	"A3LUD4"	""
"OG0003846"	"W0T710"	"Q04458"	"A3GFE9"	""
"OG0003847"	"W0TC92"	"P36090"	"A3LNE8"	""
"OG0003848"	"W0TF92"	"Q04734"	"A3LUV8"	""
"OG0003849"	"W0T3K6"	"P0C074"	""	"Q9P7R6"
"OG0003850"	"W0T3P2"	"P48565"	"A3LZB2"	""
"OG0003851"	"W0TAP2"	"P28707"	""	"Q11118"
"OG0003852"	"W0T775"	"P12962"	"A3LQ93"	""
"OG0003854"	"W0THE6"	"P36167 Q12416"	""	""
"OG0003855"	"W0TDD6"	"Q08949"	"A3LUD1"	""
"OG0003856"	"W0TGF6"	"P38734"	"A3GHE5"	""
"OG0003857"	"W0TEU6"	"P40019"	"A3LXX5"	""
"OG0003858"	"W0TC40"	"P32339"	"A3GFC6"	""
"OG0003859"	"W0TDA1"	"Q04216"	"A3LXI7"	""
"OG0003860"	"W0TDG4"	"Q99234"	"A3LN84"	""
"OG0003861"	"W0TAD2"	"Q12089"	"A3GGV3"	""
"OG0003862"	"W0T5V0"	"P43610"	"A3LZZ3"	""
"OG0003863"	"W0T893"	"P38285"	"A3LTG2"	""
"OG0003865"	"W0TE69"	"P38848"	"A3GHG6"	""
"OG0003866"	"W0THS0"	"P0CF17"	"A3LNC4"	""
"OG0003867"	"W0T6K9"	"Q12044"	"A3LPH5"	""
"OG0003868"	"W0TFF5"	"P39113"	"A3LQB1"	""
"OG0003869"	"W0TET5"	"Q04231"	"A3LQ19"	""
"OG0003870"	"W0TDF1"	"Q06200"	"A3LST1"	""
"OG0003872"	"W0TJC3"	"Q08229"	"A3LZ53"	""
"OG0003873"	"W0T624"	"Q02795"	"A3LRE7"	""
"OG0003874"	"W0T459"	"Q08225"	"A3LRF8"	""
"OG0003875"	"W0TFB9"	"P24719"	""	"Q10292"
"OG0003876"	"W0THF0"	"P33303"	"A3LVQ5"	""
"OG0003877"	"W0TFX8"	"P38799"	"A3GFY5"	""
"OG0003878"	"W0TI66"	"Q12324"	"A3LYH9"	""
"OG0003879"	"W0TA19"	"Q05473"	"A3GHP1"	""
"OG0003880"	"W0TGN5"	"P40988"	""	"Q9HFE1"
"OG0003881"	"W0T413"	"P38229"	"A3LZM2"	""
"OG0003882"	"W0TH49"	"P53270"	"A3LQK4"	""
"OG0003883"	"W0T9Q2"	"P46972"	""	"Q9UST2"
"OG0003884"	"W0TAG9"	"P40462"	"A3LRL4"	""
"OG0003885"	"W0T7D1"	"Q06623"	"A3GGZ3"	""
"OG0003886"	"W0TB08"	"P43614"	"A3M032"	""
"OG0003887"	"W0T798"	"P47065"	"A3LWS9"	""
"OG0003888"	"W0TDL3"	"Q08986 Q12372"	""	""
"OG0003889"	"W0T9V1"	"Q03195"	""	"O60102"
"OG0003890"	"W0TBZ8"	"P53244"	"A3LXL3"	""
"OG0003891"	"W0T497"	"P25583"	"A3LR14"	""
"OG0003892"	"W0TD31"	"P10963"	"A3LS00"	""
"OG0003893"	"W0TC70"	"P81449"	""	"Q9URV6"
"OG0003894"	"W0TFE8"	"Q12118"	""	"O13797"
"OG0003895"	"W0T8P6"	"P53872"	"A3LWL6"	""
"OG0003897"	"W0T2Q8"	"P43582"	"A3LV91"	""
"OG0003898"	"W0TEY3"	"P10834"	"A3GF80"	""
"OG0003899"	"W0T9X1"	"P10356"	"A3LUQ7"	""
"OG0003900"	"W0TDN7"	"Q07657"	"A3LR71"	""
"OG0003901"	"W0TEZ1"	"Q12209"	"A3LPS3"	""
"OG0003903"	"W0TA67"	"P32338"	"A3GFQ2"	""
"OG0003904"	"W0TFL7"	"P38225"	"A3LUY3"	""
"OG0003905"	"W0T600"	"P31385"	"A3LT58"	""
"OG0003907"	"W0TAG7"	"P40021"	"A3LTF3"	""
"OG0003908"	"W0T939"	"P15992"	""	"O14368"
"OG0003909"	"W0THQ4"	"P32526"	"A3GI58"	""
"OG0003910"	"W0T8V1"	"P32607"	"A3GHS3"	""
"OG0003911"	"W0T8M9"	"P38272"	"A3LXM3"	""
"OG0003912"	"W0TE40"	"P36141"	"A3LSM7"	""
"OG0003913"	"W0T330"	"P46989"	"A3LW83"	""
"OG0003914"	"W0TC31"	"Q06244"	"A3LZQ0"	""
"OG0003915"	"W0T7W7"	"Q07376"	"A3GEU0"	""
"OG0003917"	"W0TAS6"	"P53882 Q12121"	""	""
"OG0003918"	"W0THS4"	"P20052"	"A3LRI7"	""
"OG0003919"	"W0TDS9"	"Q05775"	"A3GI93"	""
"OG0003920"	"W0TEH5"	"Q6Q546"	""	"O94650"
"OG0003921"	"W0TEE9"	"P40514"	"A3LNA6"	""
"OG0003922"	"W0T6I8"	"P07807"	"A3LSL9"	""
"OG0003923"	"W0TCG8"	"P40364"	"A3LQV0"	""
"OG0003924"	"W0T385"	"P25362"	"A3LS32"	""
"OG0003925"	"W0T8B5"	"P38958"	"A3LRT3"	""
"OG0003926"	"W0TD40"	"P40363"	"A3LS15"	""
"OG0003927"	"W0T8X4"	"P40206"	"A3LRK6"	""
"OG0003928"	"W0T7L7"	"P38872"	"A3LTJ8"	""
"OG0003929"	"W0T2V6"	"Q04175"	"A3LND4"	""
"OG0003930"	"W0TH10"	"Q05676"	"A3GI70"	""
"OG0003931"	"W0TIH5"	"Q04847"	"A3LWK6"	""
"OG0003932"	"W0T9W8"	"P38953"	""	"O14129"
"OG0003933"	"W0TDV3"	"P10662"	"A3GH92"	""
"OG0003934"	"W0TCP9"	"P14693"	"A3LWP5"	""
"OG0003935"	"W0TI62"	"P48232"	"A3LNP1"	""
"OG0003936"	"W0T6N2"	"Q06350"	"A3LTF6"	""
"OG0003937"	"W0TCK1"	"P38849"	"A3LRZ7"	""
"OG0003938"	"W0TBF0"	"P36064"	"A3LRN0"	""
"OG0003939"	"W0TAE6"	"Q06349"	"A3M030"	""
"OG0003940"	"W0T811"	"P53874"	"A3LTL3"	""
"OG0003941"	"W0TFJ8"	"P28319"	"A3LV43"	""
"OG0003942"	"W0T9C8"	"P38140"	"A3LQV7"	""
"OG0003943"	"W0TJA1"	"P40460"	""	"Q10198"
"OG0003944"	"W0TEL8"	"P34232"	"A3LZ38"	""
"OG0003945"	"W0T9K8"	"P39011"	"A3LQ54"	""
"OG0003946"	"W0TCB8"	"P40052"	"A3GFJ5"	""
"OG0003947"	"W0T6Y0"	"P53873"	""	"O59762"
"OG0003949"	"W0T4P0"	"Q05955"	"A3LVP1"	""
"OG0003951"	"W0TAQ6"	"P38114 Q12180"	""	""
"OG0003952"	"W0TD34"	"P53918"	"A3LVF0"	""
"OG0003953"	"W0TA06"	"P38283"	""	"Q1MTN3"
"OG0003954"	"W0THD5"	"P53950"	"A3LYQ0"	""
"OG0003955"	"W0TD45"	"P38353"	"A3GFV9"	""
"OG0003956"	"W0TBZ5"	"P34233"	"A3LZ39"	""
"OG0003957"	"W0T549"	"P32903 P40975"	""	""
"OG0003958"	"W0T970"	"P36523"	"A3GHW8"	""
"OG0003959"	"W0T6H2"	"P53286 Q06469"	""	""
"OG0003960"	"W0TI86"	"P40470"	"A3LP19"	""
"OG0003961"	"W0T715"	"Q04471"	"A3LXJ8"	""
"OG0003962"	"W0T8Q7"	"P43583"	"A3LTX4"	""
"OG0003963"	"W0T9Z6"	"Q03648"	"A3LQ87"	""
"OG0003964"	"W0TGF3"	"P49573"	"A3LUX8"	""
"OG0003965"	"W0TET8"	"P40990"	"A3LNN3"	""
"OG0003967"	"W0TH58"	"Q06340"	"A3LQF7"	""
"OG0003968"	"W0T8V9"	"P53207"	"A3LRM6"	""
"OG0003969"	"W0T4L4"	"P47006"	"A3LPK5"	""
"OG0003970"	"W0T944"	"Q04585"	"A3GGG5"	""
"OG0003971"	"W0TI50"	"P00856"	""	"P21536"
"OG0003972"	"W0TBF3"	"P35723 Q04210"	""	""
"OG0003973"	"W0TA93"	"P34230"	"A3LPP7"	""
"OG0003974"	"W0TEM5"	"Q05788"	""	"Q9UTG1"
"OG0003975"	"W0T546"	"P21623"	"A3LP68"	""
"OG0003976"	"W0TFM0"	"P41808"	"A3LWQ9"	""
"OG0003977"	"W0T5Y2"	"P10127"	""	"Q09669"
"OG0003978"	"W0TFK9"	"P40566"	"A3LQN7"	""
"OG0003979"	"W0TBV0"	"Q06325"	"A3LPF6"	""
"OG0003980"	"W0T5D2"	"Q12067"	"A3LNH4"	""
"OG0003981"	"W0T3U8"	"P53195"	"A3LP21"	""
"OG0003982"	"W0TCF4"	"P32585"	"A3LU54"	""
"OG0003983"	"W0TG38"	"Q12257"	"A3LWL0"	""
"OG0003984"	"W0TBW7"	"P11986"	"A3GI74"	""
"OG0003986"	"W0T4F6"	"Q04377"	"A3LNK4"	""
"OG0003987"	"W0TAN6"	"P14682"	"A3LY37"	""
"OG0003988"	"W0TBN0"	"Q03455"	"A3GEZ3"	""
"OG0003989"	"W0TBQ9"	"Q04658"	"A3LST2"	""
"OG0003990"	"W0T8W2"	"Q03776"	"A3M0C7"	""
"OG0003991"	"W0T5B3"	"Q04299"	"A3LXF2"	""
"OG0003992"	"W0T6T9"	"P0CY11"	"A3LZ95"	""
"OG0003993"	"W0TI37"	"Q06598"	"A3LTC2"	""
"OG0003994"	""	"P03875 P03876"	""	"P05511"
"OG0003995"	""	"P04650"	"A3LQI9"	"P05767"
"OG0003998"	""	"P0C5R9"	"A3LPR0"	"Q8NIQ1"
"OG0003999"	""	"P0CH63 P0CH64"	"A3LN48"	""
